,Month,Billed Cost,Occupancy Pct,Energy Demand,Billed Usage,Property Area
64,May,3491,1.0,120,26394,87276
65,June,3472,1.0,115,26079,87276
66,July,3685,1.0,111,28485,87276
67,August,3570,1.0,108,27462,87276
68,September,3374,1.0,120,24417,87276
69,October,3724,1.0,140,27091,87276
70,November,4060,1.0,143,30561,87276
71,December,5668,1.0,209,43815,87276
72,January,4002,0.89,185,32187,87276
73,February,3448,0.89,156,27862,87276
74,March,3389,0.89,155,26926,87276
75,April,3051,0.89,150,23977,87276
76,May,2957,0.89,101,24430,87276
77,June,2848,0.89,102,23140,87276
78,July,2695,0.89,94,21204,87276
79,August,2826,0.89,98,21627,87276
80,September,2698,0.89,107,20738,87276
81,October,2961,1.0,132,22327,87276
82,November,3793,1.0,168,29766,87276
83,December,4215,1.0,187,33905,87276
84,January,5031,1.0,193,42792,87276
85,February,4544,1.0,186,38285,87276
86,March,3836,1.0,179,30150,87276
87,April,3441,1.0,169,26171,87276
88,May,3377,1.0,170,26232,87276
89,June,3136,1.0,101,26856,87276
15,April,3032,0.48,53,29443,110052
16,May,2545,0.48,40,1563,110052
17,June,3079,0.48,39,22766,110052
18,July,3038,1.0,39,22157,110052
19,August,3064,1.0,45,23069,110052
20,September,3284,1.0,67,25807,110052
21,October,3047,1.0,62,22775,110052
23,December,3923,1.0,58,31463,110052
24,January,1445,1.0,373,4321,110052
25,February,1445,1.0,373,4321,110052
26,March,1445,1.0,373,4321,110052
27,April,1356,1.0,115,3597,110052
28,May,1949,1.0,55,12856,110052
29,June,1588,1.0,23,11375,110052
30,July,4195,1.0,66,31399,110052
31,August,7080,1.0,580,56112,110052
32,September,7080,1.0,580,56112,110052
33,October,7080,1.0,580,56112,110052
34,November,7080,1.0,580,56112,110052
35,December,3768,1.0,52,25791,110052
48,January,2654,1.0,129,23903,110052
49,February,2871,1.0,129,23903,110052
50,March,2248,1.0,42,19758,110052
51,April,2129,1.0,47,18187,110052
52,May,2460,1.0,30,20937,110052
53,June,2312,1.0,54,19058,110052
54,July,2712,1.0,53,23098,110052
55,August,2527,1.0,53,21623,110052
56,September,2295,1.0,54,19131,110052
57,October,2381,1.0,44,20059,110052
58,November,2716,1.0,126,19798,110052
59,December,2792,1.0,129,20704,110052
60,January,2298,1.0,43,19366,110052
61,February,2195,1.0,48,18284,110052
62,March,2256,1.0,47,19005,110052
63,April,2177,1.0,52,18420,110052
64,May,2529,1.0,52,21896,110052
65,June,2261,1.0,54,19087,110052
66,July,2342,1.0,54,19925,110052
67,August,2423,1.0,53,20855,110052
68,September,2282,1.0,53,18972,110052
69,October,2301,1.0,52,19199,110052
70,November,2630,1.0,128,19384,110052
71,December,3214,1.0,130,25091,110052
72,January,1980,1.0,51,17991,110052
73,February,1958,1.0,50,18137,110052
74,March,2321,1.0,126,18823,110052
75,April,2430,1.0,114,21096,110052
76,May,2346,1.0,53,22259,110052
77,June,2447,1.0,55,23315,110052
78,July,2316,1.0,51,21500,110052
79,August,2399,1.0,58,22476,110052
80,September,2480,1.0,57,23581,110052
81,October,2878,1.0,128,24715,110052
82,November,3053,1.0,130,26280,110052
83,December,2942,1.0,127,25304,110052
84,January,3431,1.0,128,30695,110052
85,February,2191,1.0,42,20937,110052
86,March,2252,1.0,52,20886,110052
87,April,2386,1.0,52,22376,110052
88,May,2475,1.0,52,23987,110052
89,June,2449,1.0,52,23853,110052
25,August,3017,0.71,29,22062,27891
26,September,2455,0.71,19,18533,27891
27,October,2381,0.71,29,17918,27891
28,November,2467,0.71,13,17500,27891
29,December,2546,0.71,9,17963,27891
61,August,1456,0.79,7,10516,27891
62,September,1389,0.79,7,10483,27891
63,October,1286,0.79,8,9563,27891
64,November,1392,0.79,3,11053,27891
65,December,1474,0.79,4,11678,27891
66,January,1395,0.79,4,11547,27891
67,February,1210,0.79,6,9594,27891
68,March,1262,0.79,8,10208,27891
69,April,1152,0.79,7,9445,27891
70,May,1302,0.79,12,10437,27891
71,June,1386,1.0,15,11263,27891
72,July,1418,1.0,15,11484,27891
73,August,1341,1.0,13,11239,27891
74,September,1368,1.0,17,11371,27891
75,October,1261,0.79,12,10055,27891
76,November,1342,0.79,7,11361,27891
77,December,1240,0.79,6,10260,27891
78,January,1513,0.79,11,11974,27891
79,February,1423,0.79,9,11151,27891
80,March,1218,0.79,4,9718,27891
81,April,1247,0.79,21,9298,27891
6,January,74928,0.63,1483,1018600,346669
7,February,67375,0.63,1462,860400,346669
8,March,61290,0.63,1646,728600,346669
9,April,63545,0.64,1574,769800,346669
10,May,65984,0.64,1546,746000,346669
11,June,76754,0.64,1580,827600,346669
12,July,78669,0.8,1632,832200,346669
13,August,72314,0.8,1606,736800,346669
14,September,75646,0.84,1676,799200,346669
15,October,60981,0.84,1476,698400,346669
16,November,58237,0.88,1582,714800,346669
17,December,45370,0.88,1778,932200,346669
23,June,68964,0.77,1572,712400,346669
24,July,73104,0.77,1702,738600,346669
25,August,68687,0.77,1514,724600,346669
26,September,64955,0.77,1524,691800,346669
27,October,55576,0.77,1388,646800,346669
28,November,59391,0.77,1680,684400,346669
29,December,66502,0.82,1717,809400,346669
30,January,71537,0.76,1796,860600,346669
31,February,64814,0.76,1736,785800,346669
32,March,55402,0.76,1634,699200,346669
33,April,57795,0.76,1506,697200,346669
34,May,57255,0.76,1404,689000,346669
42,January,59643,0.83,1824,794800,346669
43,February,68042,0.83,1692,749400,346669
44,March,61003,0.83,1558,726600,346669
45,April,59410,0.83,1466,680400,346669
46,May,59182,0.78,1470,650600,346669
47,June,67925,0.78,1546,700600,346669
48,July,71037,0.78,1638,781000,346669
49,August,69795,0.78,1630,701000,346669
50,September,68774,0.81,1550,687000,346669
51,October,62214,0.81,1432,691000,346669
52,November,59738,0.81,1488,656800,346669
53,December,73818,0.81,1738,864000,346669
54,January,66506,0.81,1694,739800,346669
55,February,60279,0.81,1630,736800,346669
56,March,59018,0.77,1654,655400,346669
57,April,58709,0.83,1396,648600,346669
58,May,61738,0.85,1482,639200,346669
59,June,73404,0.85,1578,724400,346669
60,July,75965,0.87,1708,704200,346669
61,August,69569,0.87,1586,669600,346669
62,September,69899,0.87,1536,701200,346669
63,October,58240,0.9,1382,622200,346669
64,November,56866,0.93,1530,651800,346669
65,December,66345,0.9,1620,766000,346669
66,January,76261,0.9,1758,907800,346669
67,February,74379,0.9,1790,819400,346669
68,March,61365,0.9,1656,676800,346669
69,April,58013,0.9,1618,678400,346669
70,May,65974,0.9,1520,678600,346669
71,June,78404,0.91,1658,738600,346669
72,July,78220,0.91,1654,715200,346669
73,August,72562,0.91,1630,673400,346669
74,September,76984,0.91,1606,743800,346669
75,October,62649,0.91,1478,637000,346669
76,November,65692,0.91,1704,671600,346669
77,December,80691,0.95,1808,888400,346669
78,January,83140,0.95,2056,869800,346669
79,February,79870,0.95,2038,889400,346669
80,March,69233,0.95,1904,703200,346669
81,April,64287,0.95,1602,674000,346669
82,May,30763,0.95,1534,675400,346669
83,June,66213,0.94,1502,620800,346669
84,July,72889,0.94,1560,660600,346669
85,August,70365,0.96,1526,651400,346669
86,September,65159,0.96,1434,625800,346669
6,January,60105,0.68,1958,663171,436200
7,February,60384,0.68,1939,654027,436200
8,March,56778,0.7,1997,621190,436200
9,April,41916,0.72,2002,585677,436200
10,May,52730,0.73,1506,564308,436200
11,June,63066,0.79,1582,645896,436200
12,July,61800,0.76,1636,609451,436200
13,August,64410,0.79,1591,652326,436200
14,September,60993,0.79,1305,602803,436200
15,October,52615,0.79,1664,568072,436200
16,November,51643,0.85,1930,561100,436200
17,December,59648,0.85,2164,706065,436200
18,January,72566,0.82,2309,802187,436200
19,February,66361,0.82,2407,664730,436200
20,March,56595,0.84,2293,586717,436200
21,April,55139,0.84,2000,576709,436200
22,May,57844,0.84,1609,624117,436200
23,June,68194,0.84,1796,648692,436200
24,July,71773,0.84,1788,671285,436200
25,August,77399,0.84,1807,724331,436200
26,September,70336,0.84,1871,679912,436200
27,October,60755,0.86,1546,665995,436200
28,November,58380,0.8,2118,617486,436200
29,December,62378,0.8,1986,711428,436200
30,January,70544,0.8,2307,790827,436200
31,February,74121,0.8,2345,805276,436200
32,March,59510,0.8,2128,654030,436200
33,April,59419,0.89,1520,665552,436200
34,May,59864,0.91,1795,656276,436200
35,June,89426,0.91,1871,696850,436200
36,July,82813,0.91,1896,759356,436200
37,August,78603,0.91,1860,733941,436200
38,September,68415,0.91,1694,665934,436200
39,October,59572,0.91,1550,662944,436200
40,November,57907,0.91,2095,645262,436200
41,December,63328,0.91,1953,718181,436200
42,January,67799,0.9,2412,779315,436200
43,February,66614,0.9,2335,728885,436200
44,March,62630,0.98,1959,708943,436200
45,April,55327,0.98,1659,623266,436200
46,May,58259,0.98,1731,656666,436200
47,June,66203,0.98,1926,738960,436200
48,July,77729,0.98,1240,794416,436200
49,August,70778,1.0,1917,777812,436200
50,September,69448,1.0,1925,792612,436200
51,October,58622,1.0,1867,670156,436200
52,November,56360,1.0,2043,641170,436200
53,December,64800,1.0,2308,821434,436200
54,January,62329,0.97,2333,729035,436200
55,February,61259,0.97,2232,693512,436200
56,March,61522,0.97,2319,726262,436200
57,April,58830,0.97,1704,672336,436200
58,May,58978,0.97,1858,676760,436200
59,June,64205,0.97,1885,743490,436200
60,July,70084,0.97,1960,744183,436200
61,August,70351,0.97,1969,754237,436200
62,September,64726,0.97,1761,721770,436200
63,October,57442,0.97,1825,652936,436200
64,November,57088,0.97,2005,646183,436200
65,December,61200,0.97,2204,740130,436200
66,January,95419,0.97,2342,1030151,436200
67,February,68681,0.97,2026,764154,436200
68,March,59994,1.0,2027,732344,436200
69,April,60549,1.0,1869,682787,436200
70,May,62003,1.0,1835,680402,436200
71,June,71780,0.98,1860,754424,436200
72,July,71392,0.98,1816,742231,436200
73,August,74832,0.99,1828,769195,436200
74,September,71749,0.99,1771,728993,436200
75,October,48764,0.99,1693,651759,436200
76,November,62023,0.99,2012,704062,436200
77,December,68249,0.98,2372,734187,436200
78,January,66324,0.98,2324,706991,436200
79,February,69089,0.96,2327,712259,436200
80,March,61373,0.96,2262,619075,436200
81,April,57858,1.0,1627,596531,436200
82,May,60325,0.97,1745,602185,436200
83,June,62127,0.97,1881,700344,436200
84,July,77321,0.96,1827,700612,436200
85,August,84033,0.96,1820,742035,436200
86,September,75319,0.97,1727,664138,436200
87,October,63938,0.97,1718,630903,436200
6,January,1786,0.0,32,14400,25939
7,February,1353,0.0,17,10700,25939
8,March,1528,0.0,28,12600,25939
9,April,1435,0.0,25,11800,25939
10,May,2779,0.0,104,21400,25939
11,June,3878,0.0,170,29640,25939
12,July,9074,0.0,338,72828,25939
13,August,10246,0.0,341,87075,25939
14,September,9149,1.0,211,77226,25939
15,October,9530,1.0,309,77895,25939
16,November,9948,1.0,315,81585,25939
18,January,9583,1.0,303,84864,25939
19,February,9018,1.0,289,78861,25939
20,March,10203,1.0,244,90291,25939
21,April,10878,1.0,182,99924,25939
66,January,115,1.0,8,0,97392
67,February,129,1.0,9,0,97392
68,March,115,1.0,8,0,97392
69,April,115,1.0,8,0,97392
70,May,115,1.0,8,0,97392
71,June,115,1.0,8,0,97392
72,July,115,1.0,8,0,97392
73,August,352,1.0,26,0,97392
74,September,197,1.0,13,0,97392
75,October,199,1.0,13,0,97392
76,November,201,1.0,13,0,97392
77,December,203,1.0,13,0,97392
78,January,205,1.0,13,0,97392
81,April,196,1.0,13,0,97392
82,May,197,1.0,13,0,97392
83,June,194,1.0,13,0,97392
6,January,22999,0.9,658,201280,118621
7,February,19713,0.9,584,171680,118621
8,March,19074,0.9,573,165120,118621
9,April,18161,0.94,514,156960,118621
10,May,21437,0.94,515,171200,118621
11,June,24432,0.94,549,196480,118621
12,July,25325,0.94,587,208480,118621
13,August,24075,0.94,536,188960,118621
14,September,23228,0.94,550,180320,118621
15,October,19387,0.94,525,163360,118621
16,November,22732,0.94,634,192960,118621
17,December,23812,0.94,675,209120,118621
18,January,53544,0.94,674,196800,118621
19,February,34110,0.94,669,195520,118621
20,March,32486,0.94,659,235040,118621
21,April,20731,0.94,581,174080,118621
22,May,22104,0.94,534,176320,118621
23,June,24259,0.94,558,190560,118621
24,July,26229,0.94,542,208320,118621
25,August,22739,0.94,533,191680,118621
26,September,22144,0.94,499,186720,118621
27,October,21118,0.94,443,175200,118621
28,November,22927,0.94,613,182880,118621
29,December,29523,0.94,646,243840,118621
42,January,26493,1.0,624,211680,118621
43,February,30002,1.0,656,242400,118621
44,March,27342,1.0,586,220000,118621
45,April,25216,1.0,504,204640,118621
46,May,25498,1.0,526,205120,118621
47,June,29818,1.0,542,238400,118621
48,July,26708,1.0,597,209440,118621
49,August,29369,1.0,581,232640,118621
50,September,27608,1.0,538,219520,118621
51,October,25446,1.0,520,201280,118621
52,November,27120,1.0,570,209920,118621
53,December,32622,1.0,648,252960,118621
55,February,23898,1.0,504,170240,118621
56,March,27700,1.0,642,223040,118621
57,April,23636,1.0,410,171680,118621
58,May,26436,1.0,528,215200,118621
59,June,30082,1.0,582,219810,118621
60,July,22088,1.0,619,177015,118621
61,August,25035,1.0,552,200195,118621
62,September,20116,1.0,478,163537,118621
63,October,22997,1.0,493,187174,118621
64,November,22959,1.0,634,192707,118621
65,December,28388,1.0,836,224225,118621
66,January,21400,1.0,805,191893,118621
67,February,14699,1.0,710,180222,118621
68,March,15853,1.0,671,198017,118621
69,April,17744,1.0,604,152420,118621
70,May,20932,0.94,510,178267,118621
71,June,22098,0.94,598,192167,118621
72,July,20639,1.0,594,177804,118621
73,August,23416,1.0,547,197300,118621
74,September,14913,1.0,529,125590,118621
75,October,20794,1.0,567,174526,118621
76,November,21667,1.0,658,171206,118621
77,December,22758,0.95,729,190857,118621
78,January,23414,0.95,754,192458,118621
79,February,21786,0.95,698,174979,118621
80,March,20656,0.83,622,165699,118621
81,April,19029,0.86,466,154890,118621
82,May,21769,0.86,522,183240,118621
83,June,20050,0.92,558,167424,118621
6,January,2987,0.82,101,39600,36893
7,February,2829,0.82,86,39600,36893
8,March,2980,0.82,101,37440,36893
9,April,3549,0.82,101,43920,36893
10,May,2650,0.82,79,34560,36893
11,June,2891,0.82,86,36000,36893
12,July,3435,0.82,94,41760,36893
13,August,2876,0.82,79,35280,36893
14,September,2792,0.82,86,32400,36893
15,October,3001,0.82,86,34560,36893
16,November,2792,0.82,94,31680,36893
17,December,3314,0.82,94,41040,36893
18,January,4155,0.82,144,46800,36893
19,February,3488,0.82,144,37440,36893
20,March,3705,0.82,144,38160,36893
21,April,2063,0.82,65,27360,36893
22,May,2154,0.82,65,28800,36893
23,June,2606,0.82,72,32400,36893
24,July,2616,0.82,79,29520,36893
25,August,2275,0.82,65,27360,36893
26,September,2605,0.82,65,30240,36893
27,October,2254,0.82,86,22320,36893
28,November,3700,0.82,187,30960,36893
29,December,3276,0.82,158,27360,36893
42,January,1573,0.93,202,32400,36893
43,February,1573,0.93,202,32400,36893
44,March,3068,0.21,202,26640,36893
45,April,1828,0.21,115,15840,36893
46,May,918,0.21,29,11520,36893
47,June,1358,0.21,36,15120,36893
48,July,1299,0.21,43,14760,36893
49,August,1299,0.82,43,14760,36893
50,September,1724,0.93,58,17280,36893
51,October,1433,0.93,58,15120,36893
52,November,1794,0.93,72,17280,36893
53,December,2441,0.93,86,24480,36893
54,January,1601,0.21,65,17280,36893
55,February,1601,0.21,65,17280,36893
56,March,1721,0.21,72,17280,36893
57,April,1186,0.21,36,14400,36893
58,May,1029,0.21,43,10080,36893
59,June,1123,0.21,36,12960,36893
60,July,1596,0.21,50,15840,36893
61,August,1325,0.28,43,14400,36893
62,September,1300,0.28,36,15120,36893
63,October,1876,0.28,93,15840,36893
64,November,1871,0.28,64,19440,36893
65,December,2183,0.28,79,23760,36893
66,January,3657,0.28,158,34560,36893
67,February,3049,0.28,115,28800,36893
68,March,2119,0.28,79,23040,36893
69,April,1770,0.28,64,18000,36893
70,May,2100,0.28,64,21600,36893
71,June,1655,0.28,64,15840,36893
72,July,1595,0.28,64,20160,36893
73,August,2540,0.28,86,25920,36893
74,September,3734,0.28,93,44640,36893
75,October,2503,0.28,79,28800,36893
76,November,2286,0.28,72,23040,36893
77,December,3850,0.28,180,32400,36893
78,January,2163,0.29,72,30960,36893
79,February,2677,0.28,79,32400,36893
80,March,2669,0.28,108,25200,36893
81,April,1987,0.29,65,19440,36893
82,May,2183,0.29,94,30960,36893
83,June,3155,0.29,94,35280,36893
6,January,17288,0.81,568,144300,76277
7,February,16533,0.79,297,137200,76277
8,March,13610,0.88,543,112600,76277
9,April,12113,0.88,430,101500,76277
10,May,12841,0.88,395,104600,76277
11,June,12697,0.89,372,103900,76277
12,July,12814,0.89,389,104507,76277
13,August,12301,0.85,371,104371,76277
14,September,10700,0.91,353,85996,76277
15,October,11666,0.87,469,91537,76277
16,November,14724,0.87,574,116727,76277
17,December,18415,0.87,564,150245,76277
18,January,33894,0.86,592,146493,76277
19,February,26154,0.9,589,134350,76277
20,March,16616,0.9,543,117530,76277
21,April,12831,0.9,491,97227,76277
22,May,11847,0.9,376,95926,76277
23,June,12199,0.9,385,99754,76277
24,July,11620,0.9,386,95433,76277
25,August,11614,0.9,394,94780,76277
26,September,9508,0.9,306,76734,76277
27,October,10594,0.9,444,81977,76277
28,November,13663,0.9,556,106712,76277
29,December,17176,0.9,585,145431,76277
42,January,16648,0.92,555,142160,76277
43,February,15509,0.94,502,130016,76277
44,March,12550,0.95,502,101912,76277
45,April,11155,0.94,458,89058,76277
46,May,11822,0.96,380,96101,76277
47,June,11853,0.96,367,93731,76277
48,July,13750,0.96,449,109127,76277
49,August,14307,0.96,427,117034,76277
50,September,11243,0.96,349,89379,76277
51,October,11680,0.96,363,92039,76277
52,November,13917,0.93,475,108267,76277
53,December,18521,0.92,598,149476,76277
54,January,14858,1.0,533,123278,76277
55,February,13331,1.0,539,108190,76277
56,March,14445,1.0,549,119642,76277
57,April,11252,1.0,354,96772,76277
58,May,11218,1.0,351,95579,76277
59,June,13394,1.0,385,116342,76277
60,July,12749,1.0,401,109869,76277
61,August,12915,1.0,392,111375,76277
62,September,11386,1.0,379,94195,76277
63,October,11033,1.0,479,86378,76277
64,November,14274,1.0,547,117452,76277
65,December,20905,1.0,602,183543,76277
66,January,15470,1.0,581,146408,76277
67,February,12902,1.0,513,122800,76277
68,March,13890,0.95,501,134081,76277
69,April,10679,0.95,447,102420,76277
70,May,11203,0.95,376,109010,76277
71,June,13137,0.95,483,126423,76277
72,July,12508,0.95,451,118071,76277
73,August,13524,1.0,401,132147,76277
74,September,10735,1.0,298,104857,76277
75,October,11419,1.0,434,105935,76277
76,November,16406,1.0,551,156131,76277
77,December,14171,1.0,543,131141,76277
78,January,16358,0.99,631,152617,76277
79,February,14081,0.99,613,129353,76277
80,March,11579,0.99,522,102668,76277
81,April,9145,0.99,412,80061,76277
82,May,10941,0.99,416,102217,76277
83,June,10509,0.99,347,102281,76277
13,February,13692,0.0,186,126900,139056
14,March,6991,0.0,282,57000,139056
15,April,7164,0.0,493,43200,139056
16,May,6844,0.0,398,42300,139056
17,June,9801,0.0,381,56200,139056
18,July,9219,0.0,399,51300,139056
19,August,7179,0.0,339,42000,139056
20,September,4785,0.0,269,26100,139056
21,October,8372,1.0,645,38000,139056
22,November,10642,1.0,706,53800,139056
23,December,13990,1.0,841,77600,139056
24,January,18633,1.0,846,118200,139056
25,February,15423,1.0,821,89500,139056
26,March,12225,1.0,645,66700,139056
27,April,10408,1.0,486,55900,139056
28,May,10516,0.27,384,61400,139056
29,June,7402,0.47,194,49500,139056
30,July,5652,0.68,146,38000,139056
31,August,5924,0.68,153,41300,139056
32,September,4463,0.68,171,31300,139056
33,October,5159,0.68,311,32000,139056
34,November,7630,0.68,454,42500,139056
35,December,11774,0.72,484,61400,139056
48,January,7237,0.77,421,53141,139056
49,February,7619,0.79,446,54311,139056
50,March,6810,0.79,361,50411,139056
51,April,5575,0.79,336,38303,139056
52,May,5339,0.79,166,38489,139056
53,June,4403,0.79,154,32787,139056
54,July,5265,0.79,191,38821,139056
55,August,4995,0.72,172,38170,139056
56,September,4749,0.72,174,35860,139056
57,October,5200,0.77,219,36949,139056
58,November,6128,0.77,335,41821,139056
59,December,8001,0.77,553,48881,139056
60,January,6952,0.79,390,48174,139056
61,February,6749,0.79,406,45741,139056
62,March,6127,0.79,317,42989,139056
63,April,5023,0.79,210,36335,139056
64,May,5315,0.79,186,41266,139056
65,June,4603,0.79,164,35570,139056
66,July,5150,0.79,155,41693,139056
67,August,4963,0.79,156,39635,139056
68,September,4677,0.79,159,35348,139056
69,October,5805,0.79,351,38169,139056
70,November,6422,0.79,333,45853,139056
71,December,9925,0.79,486,74461,139056
72,January,7046,0.79,425,55327,139056
73,February,6496,0.79,397,50899,139056
74,March,6529,0.79,402,50826,139056
75,April,5050,0.79,296,39930,139056
76,May,6873,0.79,158,36463,139056
77,June,6994,0.79,181,38532,139056
78,July,4415,0.79,158,37011,139056
79,August,4341,0.79,177,37884,139056
80,September,4453,0.79,154,35830,139056
81,October,5622,0.79,330,43117,139056
82,November,7516,0.79,436,59061,139056
83,December,7380,0.79,440,57715,139056
84,January,8688,0.79,455,71592,139056
85,February,7144,0.79,411,57204,139056
86,March,6188,0.79,327,49458,139056
87,April,5141,0.79,236,41723,139056
88,May,5011,0.79,220,42139,139056
89,June,4792,0.79,189,41361,139056
69,April,8339,0.18,717,88590,158240
70,May,15853,0.18,717,170754,158240
71,June,17323,0.18,704,203659,158240
72,July,19124,0.18,700,230139,158240
73,August,19042,0.18,693,244988,158240
74,September,18435,0.65,518,227947,158240
75,October,16003,0.65,624,186795,158240
76,November,16318,0.65,624,218630,158240
77,December,17703,0.65,613,224457,158240
78,January,13846,0.65,608,195630,158240
79,February,17093,0.65,610,239893,158240
82,May,18017,0.82,548,254484,158240
83,June,18293,0.82,615,255515,158240
84,July,19934,0.82,722,280509,158240
85,August,21907,1.0,724,323323,158240
86,September,20679,1.0,704,287944,158240
18,January,43982,1.0,655,194644,83352
19,February,37085,1.0,655,180133,83352
20,March,26571,1.0,655,186640,83352
21,April,19069,1.0,643,169744,83352
22,May,22379,1.0,450,179066,83352
23,June,23071,1.0,532,199526,83352
24,July,20928,1.0,535,202332,83352
25,August,22991,1.0,526,216808,83352
26,September,19563,1.0,481,182448,83352
27,October,18570,1.0,586,170666,83352
28,November,20495,1.0,655,191450,83352
29,December,21970,1.0,655,200193,83352
42,January,21152,1.0,670,190262,83352
43,February,20453,1.0,673,178964,83352
44,March,18053,1.0,496,162639,83352
45,April,16947,1.0,415,153012,83352
46,May,18186,1.0,442,160706,83352
47,June,19204,1.0,471,165021,83352
48,July,20558,1.0,511,177012,83352
49,August,21816,1.0,480,194487,83352
50,September,18141,1.0,417,158260,83352
51,October,17205,1.0,466,144556,83352
52,November,19935,1.0,627,164262,83352
53,December,22943,1.0,727,192592,83352
54,January,20174,1.0,690,165954,83352
55,February,19076,1.0,678,156106,83352
56,March,19565,1.0,687,160729,83352
57,April,16335,1.0,420,141465,83352
58,May,17383,1.0,411,151815,83352
59,June,18006,1.0,429,156465,83352
60,July,17883,1.0,441,156288,83352
61,August,18949,1.0,432,167779,83352
62,September,16122,1.0,381,138215,83352
63,October,15183,1.0,454,125953,83352
64,November,17767,1.0,575,148288,83352
65,December,23199,1.0,677,199103,83352
66,January,16821,0.0,520,115923,83352
67,February,9358,0.0,174,75738,83352
68,March,9608,0.0,120,62921,83352
69,April,8046,0.0,221,44713,83352
70,May,12387,0.0,268,94487,83352
71,June,15300,0.84,364,128537,83352
72,July,12779,0.84,302,104957,83352
73,August,13047,0.93,353,102668,83352
74,September,11175,0.93,266,79677,83352
75,October,11560,0.93,467,77915,83352
76,November,15560,0.93,504,115671,83352
77,December,14369,0.93,534,115681,83352
78,January,17720,0.93,607,145546,83352
79,February,14202,0.93,576,118587,83352
80,March,12570,0.93,531,93682,83352
81,April,9774,0.93,476,64424,83352
82,May,10489,0.93,437,78963,83352
83,June,8695,0.93,320,81385,83352
14,September,31447,0.85,1306,419760,267797
15,October,28030,0.85,1149,367118,267797
16,November,29207,0.85,1103,396132,267797
17,December,32100,0.85,1132,461106,267797
18,January,30638,0.88,1192,424462,267797
19,February,31438,0.87,1068,430236,267797
20,March,29272,0.91,1068,386254,267797
21,April,29075,0.93,1068,382396,267797
22,May,31119,0.93,1168,412813,267797
23,June,33258,0.98,1202,452551,267797
24,July,32426,0.98,1293,425776,267797
25,August,35114,0.99,1272,475492,267797
26,September,31706,0.99,1324,396819,267797
27,October,29679,1.0,1107,383247,267797
28,November,29250,1.0,1167,368021,267797
29,December,29732,1.0,1083,391774,267797
30,January,33743,0.92,1206,459882,267797
31,February,31723,0.92,1172,424816,267797
32,March,29680,0.95,1059,395460,267797
33,April,29408,0.98,1059,389923,267797
34,May,31573,0.98,1044,385329,267797
35,June,35406,0.98,1192,441639,267797
36,July,39290,0.98,1237,502741,267797
37,August,36289,0.97,1171,459644,267797
38,September,35535,0.97,1185,440993,267797
39,October,30977,0.98,1032,377126,267797
40,November,31265,0.98,992,382448,267797
41,December,32027,0.98,1062,397693,267797
42,January,31002,0.98,1092,378804,267797
43,February,30210,0.98,990,357035,267797
44,March,30033,0.98,954,353789,267797
45,April,30384,0.89,974,365967,267797
46,May,31915,0.89,1049,394130,267797
47,June,35606,0.89,1183,450683,267797
48,July,38830,0.89,1185,507992,267797
49,August,36784,0.89,1172,472209,267797
50,September,34919,0.89,1158,438231,267797
51,October,32423,0.89,972,407203,267797
52,November,30285,0.89,909,368708,267797
53,December,36200,0.93,1157,462862,267797
54,January,31502,0.89,1022,388802,267797
55,February,30322,0.89,990,368093,267797
56,March,31552,0.89,969,370620,267797
57,April,31562,0.89,893,390829,267797
58,May,31143,0.93,937,383250,267797
59,June,34007,0.91,985,423668,267797
60,July,40053,0.91,1094,525987,267797
61,August,34547,0.91,995,440996,267797
62,September,34790,0.92,1061,441537,267797
63,October,29500,0.92,991,350332,267797
64,November,31090,0.94,800,368091,267797
65,December,35501,0.94,1177,447065,267797
66,January,34692,0.95,1207,429355,267797
67,February,33116,0.95,1143,406351,267797
68,March,29689,0.93,811,356956,267797
69,April,29187,0.93,859,347715,267797
70,May,27768,0.93,1298,379734,267797
71,June,26951,0.94,1074,410341,267797
72,July,29794,0.94,1229,460444,267797
73,August,25680,0.92,1312,418920,267797
74,September,27729,0.92,1275,400266,267797
75,October,24691,0.92,1258,335917,267797
76,November,22079,0.92,1050,336410,267797
77,December,25188,0.82,1050,364996,267797
78,January,24735,0.72,1050,353632,267797
79,February,23885,0.72,1050,331776,267797
80,March,23631,0.72,1061,324253,267797
81,April,23312,0.72,1050,317381,267797
82,May,23895,0.72,1134,321745,267797
83,June,24934,0.72,1142,346399,267797
84,July,26441,0.72,1249,370500,267797
85,August,27170,0.74,205247,396951,267797
86,September,27583,0.74,1207,388641,267797
6,January,151061,1.0,4149,2090286,1118148
7,February,138663,1.0,4649,1817538,1118148
8,March,137218,1.0,4738,1782014,1118148
9,April,115162,1.0,4506,1429617,1118148
10,May,101712,1.0,3688,1269579,1118148
11,June,105855,1.0,3724,1328594,1118148
12,July,110053,1.0,4476,1359366,1118148
13,August,120507,1.0,3635,1579381,1118148
14,September,105723,1.0,3837,1324162,1118148
15,October,89468,1.0,3230,1101715,1118148
16,November,89183,1.0,3697,1090109,1118148
17,December,152712,1.0,5006,2069797,1118148
23,June,112196,0.93,4178,1261309,1118148
24,July,115623,0.93,3900,1339353,1118148
25,August,113150,0.93,3607,1327938,1118148
26,September,114130,0.93,3501,1356576,1118148
27,October,87678,0.93,3524,947878,1118148
28,November,117450,0.92,4613,1385682,1118148
29,December,145198,0.92,4698,1738010,1118148
30,January,194208,0.92,3867,2218550,1118148
31,February,182726,0.92,3892,2095156,1118148
